class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,review_text,textTranslated,place_title,place_totalScore,translatedLanguage
Hotel Conference center,FALSE,TRUE,Thi Duyen Le,6,1254,4,,,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,Jayant Bist,22,1254,5,,,Changi Cove,4.2,
Hotel Conference center,FALSE,FALSE,mohd Laim,3,1254,1,Good place but the hotel don't give staff good food to eat on break bot recommended,,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,Sachini Fernando,94,1254,1,"DISGUSTING SMELLING ROOM!!! of all my visits to Singapore and around the world I've never been at a hotel room where it smelt so disgusting as I walked in and made me feel like throwing up from the godawful musty smell. I'm typing this as I'm sitting in the room with kids with asthma and this is very triggering, very unfortunate that I checked in at 1am and couldn't request for  a change of rooms as we were exhausted but when I read reviews of previous experiences others have had with musty room you can see management just fake comments but really don't care to fix the issue.
Smells so disgusting!!!!!!!!",,Changi Cove,4.2,
Hotel Conference center,FALSE,FALSE,Catherine Cullen,6,1254,5,"Great stay at Changi Cove.Staff are very patient when explaining the go about to the rooms and lift location.Shutter services to the different locations are also very convenient.
Recommend to those who need a great chill out for the weekends.👍🏻👍🏻",,Changi Cove,4.2,
Hotel Conference center,FALSE,FALSE,Ccchsss,,1254,,Such a beautiful sanctuary.|Staff are so nice and it feels like home when we return. |So wonderful to step out and be walking in Changi boardwalk and listening to bird calls.,,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,MCC T,14,1254,4,"The hotel offers a lot of accomodations .
If you prefer a stay with nature in Singapore, I recommend that you guys go to this hotel.
They also serve delicious breakfast buffet.
It also has some shuttle from Pasir Ris ( terminal end station using train) to the hotel. It is advisable that you arrive 5 minutes before the time listed for shuttle services ( going back and forth the hotel).",,Changi Cove,4.2,
Hotel Conference center,FALSE,FALSE,olga semenova,6,1254,1,"This is not a 4-star hotel — at best, it feels more like a budget motel. The experience was extremely disappointing from start to finish.

The first room we were given had a strong mold smell, so we requested a change. The second room had better air quality but was still subpar: dirty, with the smallest beds I’ve ever seen (even smaller than typical European standards). The wallpaper was damaged with visible water stains, and the air conditioning was so loud that it made sleeping impossible — we had to keep turning it on and off all night.

The walls are very thin, and the hotel guests were incredibly noisy. We arrived after midnight and were shocked to see multiple families, including young children, still awake and being loud in the hallways well into the night. At 4 a.m., we had to call the front desk to complain about people yelling in the corridors.

The overall atmosphere of the hotel is unpleasant. After breakfast, we tried using the pool, which is offsite and requires a shuttle that only runs once an hour. The pool staff were unwelcoming and seemed irritated by guests. Their attitude and body language made it clear they didn’t want to be there.

I honestly don’t understand how this place has any positive reviews. I chose it as a short stopover between flights, but I deeply regret it. If you’re considering this hotel for the same reason — don’t. It’s not worth the discomfort or stress",,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,예콩이,12,1254,3,늦은시간에 왔지만 프론트에 직원이 있어서 바로 체크인이 가능했던 점이 좋았어요 객실로 가는길이 복잡했지만 잘설명해줘서 방을 찾는데에는 어려움이 없었습니다. 하지만 방에서 개미가 많이 나왔어요 죽여도 죽여도 계속 나오는.. ㅠㅠ 날개달린 벌레도 나오고.. 두려움에 떨면서 자야하네요 방역을 더 꼼꼼히 해야할듯 그리고 화장실도 깨끗하지 않아서 씻고도 찝찝함이 있네요,"I arrived late, but it was nice that I could check in right away because there was a staff member at the front desk. The way to the room was complicated, but they explained it well, so I had no trouble finding the room. However, there were a lot of ants in the room. No matter how many times I killed them, they kept coming back... ㅠㅠ There were also winged bugs... I had to sleep shivering in fear. It seems like they need to be more thorough with quarantine. And the bathroom wasn't clean, so I felt uneasy even after washing.",Changi Cove,4.2,en
Hotel Conference center,FALSE,FALSE,Celeste Teo,7,1254,3,"I recently stayed at changi cove for 3 nights..
the card access for the room was not very good.. kept rejecting my card.
Amenities in the rooms insufficient, example shower gel etc was too little.
Rooms was quite noisy
But i would like to compliment Keera for her excellent service towards me which made my stay worth! She was very cheerful and kind. Friendly counter staff!
Thank you dear!

Also compliment to Dan, he helped me with my 2nd booking for extension night swiftly as we were too tired that day. Thanks Dan!",,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,Ā Riverā,172,1254,4,"Had a pleasant stay at Changi Cove!
The hotel offers a great view of nature, which makes it a peaceful and relaxing escape from the city. The rooms are clean and well-maintained, and I appreciated the thoughtful amenities like a large mirror, hair dryer, and a locker. You can also request additional shampoo, body wash, and bottled water anytime, which is a nice touch.

The TV comes with YouTube and Netflix, so there’s plenty of entertainment during your downtime.
Shoutout to the friendly Filipina staff at the information desk—she was very warm and helpful!

It’s also a great value for money considering the comfort and service. Presence of AED is a plus for me.

A couple of downsides:
•	It’s quite far from the Merlion and central attractions, so factor in extra travel time.
•	No toilet bidet, which might be inconvenient for some guests.

Overall, a quiet and cozy stay—ideal if you’re looking to unwind in a more tranquil part of Singapore.",,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,Hidayah Hanif,16,1254,5,"Location very secluded but overall peaceful and quiet.
The breakfast is superb! Good varieties and delicious.

Our room is very clean and spacious. Just that the Aircon is not good because is too hot, might be Aircon needs to repair maintenance.

Overall the good complimentary is the coffee machine Nespresso.
The coffee taste is rich.

Will come again 😁",,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,ying greig,137,1254,4,Not a very convenient location but a very nice environment.,,Changi Cove,4.2,
Hotel Conference center,FALSE,TRUE,Asabea Niampoma,31,1254,4,,,Changi Cove,4.2,
Hotel ,FALSE,TRUE,Lee qi han,46,343,5,"One of the best hotels in the $170/night price range.

Location is excellent if you prefer being in the quieter part of the city, though its a moderate travel to anything happening, the busstop right at the hotel has many links to the city.

Service is polite, check in/out was fast, plus points for the breakfast.

The room had amazing views of reflections at keppel bay, huge windows bring in plenty of light. One of the biggest plus points was the automatic curtains, it was seamless and blacked out, keeps light out better than those at 5* hotels. Bed was comfortable, under bed storage was intuitive, everything was clean and everything was designed thoughtfully.",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,酒店房間較細 但尚算足夠門口有巴士前往vivocity 交通方便整體不錯。,"The hotel rooms are small but adequate. There is a bus to vivocity at the door, so the transportation is convenient. Overall, it is good.",Hotel Faber Park Singapore - Handwritten Collection,4.3,en
Hotel ,FALSE,FALSE,고성종,5,343,5,It’s a great place in Singapore! And all staff are very kindly and nice!,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,TRUE,Jewel Lee,1298,343,5,"All staff are friendly, do whatever they can to satisfy our needs, highly appreciated. Plus the room is amazing. Would definitely come back again. The room is new and clean with a good interior design, love it very much",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,TRUE,macarena benito,25,343,2,"Las habitaciones son enanas. Si vas con niños te los cobran pero no tienen espacio físico para dormir, te dicen que deben dormir en la cama de 1.50 contigo","The rooms are tiny. If you go with children, they charge you, but they don't have any physical space for them to sleep. They tell you they have to sleep in the 1.50m bed with you.",Hotel Faber Park Singapore - Handwritten Collection,4.3,en
Hotel ,FALSE,FALSE,Trip.com Member,,343,,The rooms and location of the hotel was really convenient. Only 2 bus stop away from vivocity!,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,호텔이 정말 깨끗하고 직원들도 친절합니다호텔앞에 바로 버스 정류장이 있어서 편리합니다생수는 병으로 안 주고 이렇게 받아서 마실 수 있어요전체적으로 좋았어요~,"The hotel is really clean and the staff are friendly. There's a bus stop right in front of the hotel, which is convenient. They don't give out bottled water, so you can get it and drink it like this. Overall, it was great.",Hotel Faber Park Singapore - Handwritten Collection,4.3,en
Hotel ,FALSE,TRUE,Elsa Lukardi,49,343,5,,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Lewis Lew,2,343,5,"I had a great stay at Hotel Faber Park Singapore. The room was clean, comfortable, and well-maintained, and the location is convenient and peaceful.

I would like to specially commend Mr. Dicky Yong for his excellent service and warm hospitality.
He was very helpful, polite, and really put in extra effort to make sure everything was smooth during my stay.
It’s always nice to meet staff who are so attentive and sincere.

Highly recommended for anyone visiting Singapore.",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,TRUE,Kai Hooi,30,343,3,"The room is small but clean but the noise cancelling is not great. Early in the morning I still heard the alarm which rang for a few hours, It was so annoying when I tried to sleep more and enjoy my morning.",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,Booked this hotel for anniversary celeb with my boyfriend & we were welcomed by a pleasant surprise in the room :) Swimming pool has a nice view at night too! Only missing a gym. Enjoyed my experience overall!,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Soufiane KRIK,10,343,5,"Really appreciated my stay in the hotel. Everything was great but the greatest (was impressed) is the staff, wonderful. I would like to thank you all guys for your warm welcome, unfortunately i didn’t get all your names. Samwel and Dicky Yong, you were so kind and really appreciated your services. Sure if i would go back to Singapore Faber park hotel is where i would stay.",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,TRUE,Jeremy C,367,343,4,Great for visiting local businesses. Convenient to MTR station.,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,셀프 빨래 시설이 있어 여행 중간에 이용하게 좋습니다. 좁지만 깨끗해요,"There's a self-service laundry facility, which is convenient for use during your trip. It's small but clean.",Hotel Faber Park Singapore - Handwritten Collection,4.3,en
Hotel ,FALSE,FALSE,Trip.com Member,,343,,청결상태도 좋았고 수영장도 좋았습니다직원분들도 친절하고 비행기 시간에 느전나루체크인을 하고 나왔지만 반드시 다시 이용할 예정입니다,"The cleanliness was good and the pool was nice. The staff was friendly and I checked in late because of my flight, but I will definitely stay here again.",Hotel Faber Park Singapore - Handwritten Collection,4.3,en
Hotel ,FALSE,TRUE,Astrid Chung,131,343,5,Location good and breakfast yummy,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,Very good hotel and amenities are good.Location is the best. Great experience.,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,TRUE,Ed Christian,29,343,5,"Clean modern room, practical spaces. Room is a bit small but normal for Singapore standard. There is a self service laundry machine available for S$8 per wash / dry.

Conveniently located — close to vivo city mall, next to a bus stop as well.",,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,A value for money little sweet home to visit if a short stay in Singapore for transfer or short vacation,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,Trip.com Member,,343,,so nice this hotel .,,Hotel Faber Park Singapore - Handwritten Collection,4.3,
Hotel ,FALSE,FALSE,kursus mobil jakarta,8,5266,5,"Hotel dengan pelayanan yang ramah, tempatnya juga nyaman the best👍","Hotel with friendly service, the place is also comfortable, the best👍",M Hotel Singapore City Centre,4.2,en
Hotel ,FALSE,TRUE,Qi Hui,53,5266,3,"Lunch buffet.. mostly fried food, not much seafood. Not much vegetable dishes, but loads of chilli and some oil...eg the otak very very spicy .too spicy for me .. ate less than half the otak already burnt my gut... Laksa I didn't try, but also looks oily ...please please cater to those who can't take too much spices.",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,T8103JZjonathanb,,5266,,"I stayed here in 2016 and then again in August 2025. It was nice in 2016  but sadly its still stuck in 2016 . The hotel is dating badly broken parts in the room, shower doors that don't closely properly, a loud drain in bathrooms if you run the tap, a  light which stays on the in the clothes cabinet , limited TV channels.  And what is that water machine in the room all about - you have to fill it up with water from the  bathroom basin?  No mini bar either. |The breakfast is quite nice and a good selection. What is not great is they play fairly loud pop/rap music during breakfast including and expletive laden Justin Bieber song! Not what you need in the morning.  ||Will add pictures when i get back home.",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Yong Chiang Boon,2,5266,5,,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Vinayak Naik,8,5266,5,Except Indian Food options rest all is Good,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,TRUE,濱田孝治（ハマコー）,86,5266,5,"客室体験が非常に良かったです。ホテルのフロントの対応も全く問題なくスムーズで、家族全員快適に過ごせました。

チェックイン時に案内がありますが、朝食会場、朝の8時半ぐらいから順番待ち状態になります。ホテルのキャパシティの割には朝食会場はそれほど大きくないように感じたので、待ち時間が気になる方は8時までには入ったほうが良いと思います。","The room experience was excellent. The front desk staff were also very helpful and had no issues, making for a comfortable stay for the whole family. 

Although you'll be informed at check-in, there will be a line to enter the breakfast area starting around 8:30am. Considering the hotel's capacity, the breakfast area didn't seem particularly large, so if you're concerned about waiting, it's best to arrive before 8am.",M Hotel Singapore City Centre,4.2,en
Hotel ,FALSE,FALSE,nemjn,,5266,,"We were greeted at the hotel by Atiqah, a hostess whose kindness and patience made our stay exceptional from the very first moment. Despite the language barrier, as me and my family we didn't speak English very well, because we’re from Côte d’Ivoire, Atiqah showed remarkable understanding. She took the time to help us, using translations and gestures to make sure we were well-settled and informed. Her sincere smile and willingness to help transformed a potentially stressful situation into a pleasant and reassuring one. Atiqah embodies excellent customer service, and her dedication undoubtedly deserves a promotion.",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,314sabrinak,,5266,,"Très bel hôtel situé non loin des attractions de la ville, à pied, en grab ou en métro à 3 min à pied.|Accueil chaleureux de la part de Atiqah qui nous a renseigné et accompagné avec beaucoup de professionnalisme et de bienveillance. |Piscine agréable après les ballades du matin et/après midi et salle de fitness bien équipée","Very nice hotel located not far from the city's attractions, on foot, by grab or by metro 3 min walk. |Warm welcome from Atiqah who informed us and accompanied us with great professionalism and kindness. |Pleasant swimming pool after the morning and/afternoon walks and well-equipped fitness room",M Hotel Singapore City Centre,4.2,en
Hotel ,FALSE,FALSE,Scenic44070929174,,5266,,"Sara was lovely and very friendly. Would recommend the roast beef here along with the unique dishes: chicken wrapped otah, sticky fried chicken. Singaporean classic desserts were my to-go as well",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,TRUE,Syahmi Shaizan,7,5266,5,,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,I2010OFdanield,,5266,,"Clean and reasonable priced. Staff was friendly and helpful. Would go back and spend more time in the neighborhood. Comfortable bed, but bathroom was subpar.",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Voyager35011195620,,5266,,"Very excellent and patient service.We have three people, we added an extra bed, and the hotel upgraded our room.Thank you",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Shejal Patil,0,5266,5,,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,백휘서,4,5266,1,"This was one of the worst hotel experiences I've had. Due to a plumbing issue, I was forced to move to a lower-tier hotel without any prior notice. The only compensation offered was breakfast and taxi fare at the new location—nothing more.
There was no apology, no explanation, and certainly no mention of any hotel credit or additional compensation. While I wasn’t expecting much, I do believe it’s the hotel’s responsibility to proactively address such situations, especially when guests are significantly inconvenienced.
Given the lack of communication and accountability, I’m very unlikely to stay here again. I genuinely hope the hotel improves its customer service and crisis management in the future.",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,TRUE,Marco Panzironi,19,5266,1,"Quinta tappa del nostro viaggio di nozze.

Veramente pessimo in tutto.
Hotel non curato, sporco, personale scortese.

Come siamo arrivati già dall’accoglienza non è stato un piacevole arrivo, risultavano soltanto 2 notti anziché 4 e la ragazza al desk molto scortese.
Dopo circa 20 minuti che cercava nel pc e controllava le nostre carte ci assegna una camera.
Saliamo in camera, visto il nostro viaggio di nozze, ci viene assegnata una camera con letti singoli, naturalmente chiediamo subito se ci possono assegnare una camera matrimoniale ma ci viene detto che in quanto non le risultava la prenotazione ci stava facendo un favore in quanto albergo era in overbooking.(viaggio prenotato un anno fa)

Oltretutto ci viene richiesto di eseguire il check out dopo due notti e rieffettuare il check-in in quanto nelle due notti successive partiva il nostro tour guidato e quindi dovevamo cambiare camera.

Vorrei allegare alcune foto delle camere ma non è possibile","Fifth stop on our honeymoon.

Truly awful in every way.
The hotel was poorly maintained, dirty, and the staff was rude.

From the moment we arrived, it wasn't a pleasant experience. We were booked for only two nights instead of four, and the receptionist was very rude.
After about 20 minutes of searching the computer and checking our cards, she assigned us a room.
We went up to our room. Given our honeymoon, we were assigned a twin room. Naturally, we immediately asked if they could assign us a double room, but they told us that since they didn't have a record of our reservation, they were doing us a favor because the hotel was overbooked (our trip was booked a year ago).

Furthermore, we were asked to check out after two nights and check in again because our guided tour was starting the following two nights, so we needed to change rooms.

I'd like to attach some photos of the rooms, but that's not possible.",M Hotel Singapore City Centre,4.2,en
Hotel ,FALSE,TRUE,Catherine Pham,67,5266,1,There is a save meal order from app Treasure. We paid and went there to collect the food but said close. Experience like cheating,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,TRUE,Jebat,6,5266,5,,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Sorakrich Thamsangakul,0,5266,4,,,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,林宏昌,4,5266,5,"Simple&sweet
Comfortable
Cool ai
Many fun choices to play
Good location
Free wifi",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,12adelenet,,5266,,"Been here several times for the good spread at reasonable price (with promos!). The national day menu was good.  But the best part about Cafe2000 are the awesome service staff :) We were warmly welcomed by super friendly Princess and Kriselle, who always make us feel at home and our dining enjoyable with their kindness, hospitality and cheerful smiles :)",,M Hotel Singapore City Centre,4.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,It is a good hotel. Location is good. It is closed to MRT station. I reccomend it. Thanks for thr hospitality. See you next time.,,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Yu Eujet,89,641,4,"Little bit far from center but still convenience enough as long as the bus stop r near ,but the room is very small for two",,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,Good hotel for fun,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,Their service not good,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Kairj G,8,641,1,"Worse experience ever – avoid this hotel at all costs!

From the moment I stepped near the entrance, I had a bad feeling. The place looked filthy and poorly maintained. As soon as I entered the lobby, I was hit with a strong, fishy, unpleasant smell that only got worse upstairs.

The first room they gave me was crawling with cockroaches and ants – literally everywhere. I immediately went to the receptionist and asked for a room change. Shockingly, the second room was even worse. The aircon was broken, the bathroom was disgusting, and the pest problem was just as bad, if not worse. It felt more like a horror movie set than a hotel room.

Honestly, it was a nightmare to stay even for an hour. I cannot believe a hotel like this is allowed to operate in Singapore, a city known for cleanliness. There's clearly zero pest control or hygiene standards here, and yet they have the audacity to charge SGD 90 per night? For what exactly? Roaches and sleepless nights?

This place needs an urgent inspection, pest control, and a serious lesson in basic hospitality. Do yourself a favor and stay far away.",,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Syamsyul Roslan,19,641,1,"Upon check in, checking the room

1. Very small size, dirty conditions ALL area from bed , corridors have smell

2. Towel have yellow stain even never use yet, smell so bad

3. Door wall around the room all have dust ,grease splatters all

4. Washroom so dirty, floor also have stain all

5. Im paying MYR 1,123.90 for 5 night to this service room quality

6. 27/4/2025,11 AM already out of the hotel and booked new room booking ID 1605777757 MYR 1,748.74

7. Sneezing, getting flu and cought a lot during stay in this room

8. TV remove broken, AIRCOND also broken, cannot adjust

9. Attached all photos, we dont want to get more sick and out of the room",,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,KauSheng 1,28,641,5,,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,This means that this hotel is not perfect for staying at a low price.,,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Bc Bc,23,641,1,"FUYAIT !!! réceptionniste qui préfère regarder tik tok que d'accueillir les clients.
Draps avec du sang .. punaise de lit et je vous parle même pas du rat dans le couloir .
L'hôtel ne loue pas à la nuit sachez le 5h et il vous mettent dehors .","RUN AWAY!!! receptionist who would rather watch tik tok than greet customers.
Sheets with blood.. bed bug and I'm not even talking about the rat in the hallway.
The hotel does not rent by the night, know 5 a.m. and they will kick you out.",Amrise Hotel,3.2,en
Hotel ,FALSE,FALSE,May Thazin,3,641,5,"Hotel is good
I lost my Something how to contact your",,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Elisabeth szamosi Szamosi,9,641,2,Fürchterlich- nie wieder,Terrible - never again,Amrise Hotel,3.2,en
Hotel ,FALSE,FALSE,Trip.com Member,,641,,Great hotel for the solo traveller on a budget. Clean rooms and plenty of restaurants and bars around.,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,The hotel very clean and good environment.,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,I would rate the hotel as quite satisfactory since we only stayed one night to pay a visit to a friend.,,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,cher young,252,641,1,Day use! 50$!,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,RAMESH CHAND,0,641,5,,,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,I will never go there again. The smell of cigarettes from the Bed is very strong and so noisy.  So I pay for 9 days but I didn't stay there and can't cancel or refund.,,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Javad Shirzad,105,641,1,"Super dirty, smells terrible, they speak very poor English.
We booked 3 nights, asked for refund. They don't even answer mails.",,Amrise Hotel,3.2,
Hotel ,FALSE,FALSE,Trip.com Member,,641,,PERFECT SERVISES,,Amrise Hotel,3.2,
Hotel ,FALSE,TRUE,Si Thu Hein,7,641,3,,,Amrise Hotel,3.2,
Resort hotel ,FALSE,TRUE,Garich Lim Shington,23,157,5,"What a lovely afternoon & evening! Complimentary valet parking having pulled up to the lobby made arriving at Raffles Sentosa fuss-free.

Chairman’s Room is beautifully & tastefully decorated with comfortable seating. Even the standalone “stool-seats” were comfortable. (Pre-dinner) drinks were expertly mixed at the bar.

Dinner in Empire Grill was elegant & food delicious. The Beef Slider (foie gras) is a winner! The view of the pool & lush greenery at dusk was beautiful. Special shout out to Assistant Manager, Santos & his team of Presh, Sienna & Shaffen for a lovely evening.

The buggy rides were efficient. When we discovered having returned to the lobby that my eight year old left behind a hair band in the Grill, it was swiftly retrieved. Keep up the good work!",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,TRUE,aw. SAIKIT,244,157,4,,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Kevin Cheung,2,157,4,,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,MP GOH,2,157,5,The foods is good & service is excellent. Especially thanks to Ms Sammi Lin with excellent service!,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Anna LIM,1,157,5,Came to Royal China for my boy’s birthday. The food and ambience are good. Sammi who served us is v patient and merticulous! 👍👍👍,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,R S,3,157,5,"A lovely restaurant with great food and atmosphere. Sammi, the assistant manager, made the experience even more special—we enjoyed it so much that we came back twice in one week!",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Nasser,2,157,5,"One of the best experiences at the resort in the Italian restaurant, from the first time I entered the restaurant, I was greeted by the staff (Bryan,santos) and they were very professional, smiling, and good treatment from the staff, not forgetting the food ,my compliment to the chef ⚘",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,lorenzo tonsa,4,157,5,"Had a great time at Raffles Sentosa! Dinner at The Royal China was amazing — tasty food and very good service. The villa and property are so beautiful, relaxing, and perfect for a getaway. Big thanks to the arrival lobby team for the warm welcome and excellent customer service!",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,A9503WG_,,157,,The chinese resturant is really good and the service is good. Kids friendly.bery delicious and happy. Happyhappyhappyhappy,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Tamil Selvi,1,157,5,"Amazing breakfast by the pool, both the spread, service, view and peacefulness of it all! Villa and property are also wonderful, staff so very attentive and service oriented.",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,TRUE,Hoe Heng Quek,174,157,5,"Kudos to team Raffles Sentosa!

Email responses were very prompt. Reservation was processed seamlessly.

Special mention to:
1) Jaycelle, Butler's Coordinator's team, for taking the time to attend to my in-villa request
2) Liyana, Guest Relations Manager, for handling my dining requirement in the most professional and friendly manner
3) Preshna, Assistant Bar Manager, for the wonderful evening of attention rendered to ensure our dining experience is of the highest standard
4) Sienna, our Korean attendant, together with Preshna, helped ensure all our needs were attended to during our dining event
5) Chris, from the Butler team, attended to all our in villa needs efficiently

One observation during our stay is the sliding door to our bedroom is very heavy. It requires quite a fair bit of effort to have it open. I don't think the door can be open by any child. And door needs to be fully tight shut to get the aircon working. Otherwise, it is locked at 26c, which makes the room very hot.",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,June Tan,4,157,5,,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,TRUE,Carla,16,157,5,"Visited Raffles Sentosa with friends and had such a lovely experience! Dinner at The Royal China was amazing — delicious food and great service. The villa was so beautiful, relaxing, and perfect for a getaway.

Big thanks to the team at the arrival lobby for the warm welcome and excellent customer service. Such a memorable visit, looking forward to coming back!",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,TRUE,Alfyan Sapwan,12,157,5,"Everything was wonderful. The moment i arrived, i was greeted by my name which was a shock. The room was spacious and wonderful. Everything is new and seems luxurious.

Beyond that, service is amazing and I love the atmosphere. In a bustling city, it seems as though I’m in a tranquil environment.",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Ada,,157,,"While I deeply appreciate the gorgeous environment your property offers, the service standard unfortunately did not match the room rate. I hope my feedback can help identify opportunities to refine guest experience and elevate your already beautiful resort.",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,SebKris,6,157,2,"Stunning setting but our stay was filled with unresolved service and facility issues and lacked the personal touch we expected. We stayed here as a treat from my fiancé’s family and were excited for the Raffles experience.

Across our stay, we called for a buggy nine times and only four arrived. Breakfast was poorly handled, with our order completely forgotten, multiple staff checking and retaking our order, but still, no food after almost 30+ minutes, and when it finally came one item was wrong.

Before sleeping, we asked for a bolster or similar and were told to use a pillow from the bed. We understand bolsters may not be stocked, but hugging a regular pillow is not the same for side sleeping, and there was no follow-up or alternative provided.

During in-villa dining at the Presidential Villa, our niece got badly bitten by mosquitoes. Staff said there was no insect repellent, yet our 2-Bedroom Villa later had a designer repellent spray provided by the hotel. This reflected a lack of staff knowledge and attentiveness.

One bedroom had no working power points, hence they need to go to the living room to dry their hair, and apparently when both hair dryers used together, they caused a power fault that cut lights, disabled the butler phone, and locked the living room aircon.

Also unfortunately, in our 2-Bedroom villa there was no wifi at all.

No turn-down service, I expected this should be given.

There were more issues overall, but these are the ones that remained unresolved. The rest were addressed with service recovery, though for a resort of this level they should not have occurred in the first place.

Lunch at Royal China was fantastic though 😊

For the rates and the Raffles name, this fell far below expectations.",,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,Sage,,157,,We had a really great time. The hotel felt like an oasis in sentosa. We had a great time relaxing and the staff were all very helpful.,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,A C,19,157,5,,,Raffles Sentosa Singapore,4.5,
Resort hotel ,FALSE,FALSE,황찬규,0,157,5,,,Raffles Sentosa Singapore,4.5,
